EventID,AssetID,FailureDate,FailureModeID,DowntimeStart,DowntimeEnd,DowntimeHours,RepairHours,FailureCause,FailureConsequence,RepairCost,ProductionLoss,IsRepeatFailure,DataOrigin,IsIllustrative
122,LNG-MTR-073,2015-02-16,3,2015-02-16 06:00:00,2015-02-17 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
123,LNG-PMP-081,2015-02-16,1,2015-02-16 06:00:00,2015-02-16 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
124,LNG-PMP-096,2015-02-17,4,2015-02-17 06:00:00,2015-02-17 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
125,LNG-GEN-099,2015-02-17,2,2015-02-17 06:00:00,2015-02-17 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
126,LNG-CWP-040,2015-02-18,1,2015-02-18 06:00:00,2015-02-18 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
127,LNG-PMP-066,2015-02-18,1,2015-02-18 06:00:00,2015-02-18 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
128,LNG-PMP-011,2015-02-19,4,2015-02-19 06:00:00,2015-02-19 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
129,LNG-GEN-064,2015-02-19,3,2015-02-19 06:00:00,2015-02-20 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
130,LNG-GEN-084,2015-02-19,1,2015-02-19 06:00:00,2015-02-19 14:00:00,8.0,6.4,Maintenance,Medium,10000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
131,LNG-CWP-090,2015-02-19,2,2015-02-19 06:00:00,2015-02-19 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
132,LNG-CMP-092,2015-02-19,4,2015-02-19 06:00:00,2015-02-19 22:00:00,16.0,12.8,Installation,High,18000.0,80000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
133,LNG-CWP-095,2015-02-19,3,2015-02-19 06:00:00,2015-02-20 06:00:00,24.0,19.2,Operation,High,14000.0,72000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
134,LNG-MTR-043,2015-02-20,3,2015-02-20 06:00:00,2015-02-21 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
135,LNG-MTR-078,2015-02-20,2,2015-02-20 06:00:00,2015-02-20 14:00:00,8.0,6.4,Maintenance,Medium,4000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
136,LNG-PMP-036,2015-02-21,1,2015-02-21 06:00:00,2015-02-21 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
137,LNG-CWP-045,2015-02-21,3,2015-02-21 06:00:00,2015-02-22 06:00:00,24.0,19.2,Operation,High,14000.0,72000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
138,LNG-PMP-046,2015-02-22,2,2015-02-22 06:00:00,2015-02-22 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
139,LNG-GEN-094,2015-02-22,3,2015-02-22 06:00:00,2015-02-23 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
140,LNG-CWP-005,2015-02-23,1,2015-02-23 06:00:00,2015-02-23 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
141,LNG-CMP-027,2015-02-24,2,2015-02-24 06:00:00,2015-02-24 14:00:00,8.0,6.4,Maintenance,High,9000.0,40000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
142,LNG-PMP-071,2015-02-25,2,2015-02-25 06:00:00,2015-02-25 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
143,LNG-GEN-019,2015-02-27,3,2015-02-27 06:00:00,2015-02-28 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
144,LNG-PMP-061,2015-02-27,2,2015-02-27 06:00:00,2015-02-27 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
145,LNG-GEN-049,2015-03-01,3,2015-03-01 06:00:00,2015-03-02 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
146,LNG-MTR-098,2015-03-01,3,2015-03-01 06:00:00,2015-03-02 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
147,LNG-GEN-014,2015-03-02,1,2015-03-02 06:00:00,2015-03-02 14:00:00,8.0,6.4,Maintenance,Medium,10000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
148,LNG-PMP-051,2015-03-02,3,2015-03-02 06:00:00,2015-03-03 06:00:00,24.0,19.2,Operation,High,14000.0,72000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
149,LNG-PMP-016,2015-03-03,4,2015-03-03 06:00:00,2015-03-03 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
150,LNG-GEN-029,2015-03-03,1,2015-03-03 06:00:00,2015-03-03 14:00:00,8.0,6.4,Maintenance,Medium,10000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
151,LNG-GEN-079,2015-03-03,2,2015-03-03 06:00:00,2015-03-03 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
152,LNG-PMP-081,2015-03-03,2,2015-03-03 06:00:00,2015-03-03 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
153,LNG-GEN-009,2015-03-04,1,2015-03-04 06:00:00,2015-03-04 14:00:00,8.0,6.4,Maintenance,Medium,10000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
154,LNG-PMP-076,2015-03-04,2,2015-03-04 06:00:00,2015-03-04 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
155,LNG-GEN-099,2015-03-04,4,2015-03-04 06:00:00,2015-03-04 22:00:00,16.0,12.8,Installation,Medium,15000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
156,LNG-CWP-025,2015-03-05,1,2015-03-05 06:00:00,2015-03-05 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
157,LNG-MTR-088,2015-03-05,2,2015-03-05 06:00:00,2015-03-05 14:00:00,8.0,6.4,Maintenance,Medium,4000.0,16000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
158,LNG-PMP-001,2015-03-06,1,2015-03-06 06:00:00,2015-03-06 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
159,LNG-MTR-008,2015-03-07,2,2015-03-07 06:00:00,2015-03-07 14:00:00,8.0,6.4,Maintenance,Medium,4000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
160,LNG-CWP-055,2015-03-07,3,2015-03-07 06:00:00,2015-03-08 06:00:00,24.0,19.2,Operation,High,14000.0,72000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
161,LNG-MTR-078,2015-03-07,1,2015-03-07 06:00:00,2015-03-07 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
162,LNG-GEN-074,2015-03-09,2,2015-03-09 06:00:00,2015-03-09 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
163,LNG-GEN-094,2015-03-09,4,2015-03-09 06:00:00,2015-03-09 22:00:00,16.0,12.8,Installation,Medium,15000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
164,LNG-CMP-032,2015-03-11,1,2015-03-11 06:00:00,2015-03-11 14:00:00,8.0,6.4,Maintenance,High,12000.0,40000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
165,LNG-MTR-048,2015-03-12,1,2015-03-12 06:00:00,2015-03-12 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
166,LNG-PMP-071,2015-03-12,4,2015-03-12 06:00:00,2015-03-12 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
167,LNG-CMP-087,2015-03-13,4,2015-03-13 06:00:00,2015-03-13 22:00:00,16.0,12.8,Installation,High,18000.0,80000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
168,LNG-MTR-063,2015-03-14,3,2015-03-14 06:00:00,2015-03-15 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
169,LNG-PMP-056,2015-03-15,4,2015-03-15 06:00:00,2015-03-15 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
170,LNG-GEN-044,2015-03-16,2,2015-03-16 06:00:00,2015-03-16 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
171,LNG-GEN-049,2015-03-16,4,2015-03-16 06:00:00,2015-03-16 22:00:00,16.0,12.8,Installation,Medium,15000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
172,LNG-CMP-017,2015-03-17,4,2015-03-17 06:00:00,2015-03-17 22:00:00,16.0,12.8,Installation,High,18000.0,80000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
173,LNG-MTR-028,2015-03-17,2,2015-03-17 06:00:00,2015-03-17 14:00:00,8.0,6.4,Maintenance,Medium,4000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
174,LNG-CWP-065,2015-03-17,1,2015-03-17 06:00:00,2015-03-17 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
175,LNG-CMP-067,2015-03-17,2,2015-03-17 06:00:00,2015-03-17 14:00:00,8.0,6.4,Maintenance,High,9000.0,40000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
176,LNG-MTR-083,2015-03-17,3,2015-03-17 06:00:00,2015-03-18 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
177,LNG-MTR-093,2015-03-17,3,2015-03-17 06:00:00,2015-03-18 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
178,LNG-GEN-079,2015-03-18,3,2015-03-18 06:00:00,2015-03-19 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
179,LNG-CMP-002,2015-03-19,1,2015-03-19 06:00:00,2015-03-19 14:00:00,8.0,6.4,Maintenance,High,12000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
180,LNG-CMP-002,2015-03-19,2,2015-03-19 06:00:00,2015-03-19 14:00:00,8.0,6.4,Maintenance,High,9000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
181,LNG-PMP-076,2015-03-19,1,2015-03-19 06:00:00,2015-03-19 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
182,LNG-GEN-099,2015-03-19,3,2015-03-19 06:00:00,2015-03-20 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
183,LNG-CWP-020,2015-03-20,2,2015-03-20 06:00:00,2015-03-20 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
184,LNG-MTR-023,2015-03-21,3,2015-03-21 06:00:00,2015-03-22 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
185,LNG-CWP-090,2015-03-21,4,2015-03-21 06:00:00,2015-03-21 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
186,LNG-CWP-095,2015-03-21,2,2015-03-21 06:00:00,2015-03-21 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
187,LNG-MTR-008,2015-03-22,3,2015-03-22 06:00:00,2015-03-23 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
188,LNG-CWP-035,2015-03-22,3,2015-03-22 06:00:00,2015-03-23 06:00:00,24.0,19.2,Operation,High,14000.0,72000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
189,LNG-MTR-043,2015-03-22,2,2015-03-22 06:00:00,2015-03-22 14:00:00,8.0,6.4,Maintenance,Medium,4000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
190,LNG-CMP-012,2015-03-23,2,2015-03-23 06:00:00,2015-03-23 14:00:00,8.0,6.4,Maintenance,High,9000.0,40000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
191,LNG-CMP-022,2015-03-23,2,2015-03-23 06:00:00,2015-03-23 14:00:00,8.0,6.4,Maintenance,High,9000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
192,LNG-CMP-022,2015-03-23,3,2015-03-23 06:00:00,2015-03-24 06:00:00,24.0,19.2,Operation,High,22000.0,120000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
193,LNG-PMP-031,2015-03-23,4,2015-03-23 06:00:00,2015-03-23 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
194,LNG-CMP-072,2015-03-24,1,2015-03-24 06:00:00,2015-03-24 14:00:00,8.0,6.4,Maintenance,High,12000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
195,LNG-GEN-089,2015-03-24,3,2015-03-24 06:00:00,2015-03-25 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
196,LNG-CWP-030,2015-03-25,3,2015-03-25 06:00:00,2015-03-26 06:00:00,24.0,19.2,Operation,High,14000.0,72000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
197,LNG-CMP-047,2015-03-25,1,2015-03-25 06:00:00,2015-03-25 14:00:00,8.0,6.4,Maintenance,High,12000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
198,LNG-PMP-071,2015-03-27,1,2015-03-27 06:00:00,2015-03-27 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
199,LNG-CMP-087,2015-03-28,1,2015-03-28 06:00:00,2015-03-28 14:00:00,8.0,6.4,Maintenance,High,12000.0,40000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
200,LNG-MTR-053,2015-03-29,1,2015-03-29 06:00:00,2015-03-29 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
201,LNG-CMP-082,2015-03-29,1,2015-03-29 06:00:00,2015-03-29 14:00:00,8.0,6.4,Maintenance,High,12000.0,40000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
202,LNG-MTR-018,2015-03-31,1,2015-03-31 06:00:00,2015-03-31 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
203,LNG-GEN-054,2015-03-31,4,2015-03-31 06:00:00,2015-03-31 22:00:00,16.0,12.8,Installation,Medium,15000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
204,LNG-CMP-017,2015-04-01,2,2015-04-01 06:00:00,2015-04-01 14:00:00,8.0,6.4,Maintenance,High,9000.0,40000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
205,LNG-CMP-017,2015-04-01,3,2015-04-01 06:00:00,2015-04-02 06:00:00,24.0,19.2,Operation,High,22000.0,120000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
206,LNG-MTR-033,2015-04-01,3,2015-04-01 06:00:00,2015-04-02 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
207,LNG-GEN-039,2015-04-01,2,2015-04-01 06:00:00,2015-04-01 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
208,LNG-PMP-051,2015-04-01,2,2015-04-01 06:00:00,2015-04-01 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
209,LNG-MTR-093,2015-04-01,2,2015-04-01 06:00:00,2015-04-01 14:00:00,8.0,6.4,Maintenance,Medium,4000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
210,LNG-GEN-004,2015-04-02,2,2015-04-02 06:00:00,2015-04-02 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
211,LNG-PMP-016,2015-04-02,1,2015-04-02 06:00:00,2015-04-02 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
212,LNG-GEN-024,2015-04-02,3,2015-04-02 06:00:00,2015-04-03 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
213,LNG-MTR-038,2015-04-02,2,2015-04-02 06:00:00,2015-04-02 14:00:00,8.0,6.4,Maintenance,Medium,4000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
214,LNG-MTR-068,2015-04-02,2,2015-04-02 06:00:00,2015-04-02 14:00:00,8.0,6.4,Maintenance,Medium,4000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
215,LNG-MTR-073,2015-04-02,1,2015-04-02 06:00:00,2015-04-02 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
216,LNG-GEN-079,2015-04-02,1,2015-04-02 06:00:00,2015-04-02 14:00:00,8.0,6.4,Maintenance,Medium,10000.0,12000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
217,LNG-PMP-091,2015-04-02,1,2015-04-02 06:00:00,2015-04-02 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
218,LNG-PMP-076,2015-04-03,4,2015-04-03 06:00:00,2015-04-03 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
219,LNG-GEN-099,2015-04-03,2,2015-04-03 06:00:00,2015-04-03 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
220,LNG-CWP-010,2015-04-04,2,2015-04-04 06:00:00,2015-04-04 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
221,LNG-CWP-020,2015-04-04,4,2015-04-04 06:00:00,2015-04-04 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
222,LNG-CWP-040,2015-04-04,1,2015-04-04 06:00:00,2015-04-04 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
223,LNG-MTR-088,2015-04-04,2,2015-04-04 06:00:00,2015-04-04 14:00:00,8.0,6.4,Maintenance,Medium,4000.0,16000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
224,LNG-MTR-023,2015-04-05,1,2015-04-05 06:00:00,2015-04-05 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
225,LNG-GEN-059,2015-04-05,3,2015-04-05 06:00:00,2015-04-06 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
226,LNG-GEN-064,2015-04-05,2,2015-04-05 06:00:00,2015-04-05 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
227,LNG-GEN-084,2015-04-05,2,2015-04-05 06:00:00,2015-04-05 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
228,LNG-CWP-090,2015-04-05,1,2015-04-05 06:00:00,2015-04-05 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
229,LNG-PMP-026,2015-04-06,1,2015-04-06 06:00:00,2015-04-06 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
230,LNG-CWP-035,2015-04-06,4,2015-04-06 06:00:00,2015-04-06 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
231,LNG-CMP-042,2015-04-06,4,2015-04-06 06:00:00,2015-04-06 22:00:00,16.0,12.8,Installation,High,18000.0,80000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
232,LNG-CMP-022,2015-04-07,4,2015-04-07 06:00:00,2015-04-07 22:00:00,16.0,12.8,Installation,High,18000.0,80000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
233,LNG-CWP-075,2015-04-07,1,2015-04-07 06:00:00,2015-04-07 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
234,LNG-PMP-021,2015-04-08,3,2015-04-08 06:00:00,2015-04-09 06:00:00,24.0,19.2,Operation,High,14000.0,72000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
235,LNG-CWP-005,2015-04-09,1,2015-04-09 06:00:00,2015-04-09 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
236,LNG-CMP-047,2015-04-09,2,2015-04-09 06:00:00,2015-04-09 14:00:00,8.0,6.4,Maintenance,High,9000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
237,LNG-CMP-032,2015-04-10,3,2015-04-10 06:00:00,2015-04-11 06:00:00,24.0,19.2,Operation,High,22000.0,120000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
238,LNG-MTR-013,2015-04-11,4,2015-04-11 06:00:00,2015-04-11 22:00:00,16.0,12.8,Installation,Medium,10000.0,32000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
239,LNG-MTR-013,2015-04-11,3,2015-04-11 06:00:00,2015-04-12 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
240,LNG-GEN-019,2015-04-13,3,2015-04-13 06:00:00,2015-04-14 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
241,LNG-PMP-056,2015-04-14,1,2015-04-14 06:00:00,2015-04-14 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
242,LNG-GEN-049,2015-04-15,3,2015-04-15 06:00:00,2015-04-16 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
243,LNG-CWP-060,2015-04-15,2,2015-04-15 06:00:00,2015-04-15 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
