source_dataset,incident_count,year,state_or_location_field_if_available,cause_category_if_available,incident_type_or_system_type_if_available,total_estimated_cost_if_available,fatalities_if_available,injuries_if_available,ignition_or_fire_field_if_available,release_or_leak_field_if_available,dashboard_risk_note
PHMSA Gas Transmission Incidents,1,2013,MO,CORROSION FAILURE,TRANSMISSION SYSTEM,2005775,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2013,MO,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,10940,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,MS,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,14124,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,MS,INCORRECT OPERATION,TRANSMISSION SYSTEM,32334,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2013,MS,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,19119,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2013,NC,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,606190,0,0,NO,RUPTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2013,ND,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,18560,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2013,NE,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,496500,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,NE,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,21500,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2013,NJ,INCORRECT OPERATION,TRANSMISSION SYSTEM,0,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2013,NM,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,31300,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,NM,INCORRECT OPERATION,TRANSMISSION SYSTEM,89978,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2013,NY,CORROSION FAILURE,TRANSMISSION IN STORAGE FIELD,48000,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,NY,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,88817,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,NY,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,94662,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,NY,NATURAL FORCE DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,662973,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2013,Not available,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,283170,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,Not available,INCORRECT OPERATION,OFFSHORE GATHERING,593290,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2013,Not available,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,1425037,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2013,Not available,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,369952,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2013,OH,CORROSION FAILURE,TRANSMISSION SYSTEM,1501234,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2013,OK,CORROSION FAILURE,TRANSMISSION SYSTEM,86457,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,OK,CORROSION FAILURE,TRANSMISSION SYSTEM,285000,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2013,OK,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,408875,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,OK,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,152625,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2013,OK,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,75800,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2013,OK,NATURAL FORCE DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,2339727,0,0,NO,OTHER,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2013,PA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,109402,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,PA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,455000,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,TN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,96650,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,70200,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,7502188,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2013,TX,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,136926,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2013,TX,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,106104,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2013,TX,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,800972,0,0,YES,MECHANICAL PUNCTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2013,TX,INCORRECT OPERATION,TRANSMISSION SYSTEM,17560,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2013,UT,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,177330,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,WA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,544030,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,WA,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,250847,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2013,WI,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,229733,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2013,WY,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,260692,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,7,2014,Not available,CORROSION FAILURE,TRANSMISSION SYSTEM,2250514,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,5,2014,Not available,CORROSION FAILURE,OFFSHORE GATHERING,1758225,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,5,2014,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,516542,1,0,NO,OTHER,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,3,2014,CA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,1647344,0,0,NO,MECHANICAL PUNCTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,3,2014,OK,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,84225,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,3,2014,WV,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,135769,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2014,AR,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,281125,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,2,2014,CA,CORROSION FAILURE,TRANSMISSION SYSTEM,303737,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2014,CA,INCORRECT OPERATION,TRANSMISSION SYSTEM,104494,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,2,2014,IA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,52664,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2014,KY,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,132509,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2014,LA,INCORRECT OPERATION,TRANSMISSION SYSTEM,105719,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,2,2014,MS,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,201722,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2014,Not available,EQUIPMENT FAILURE,OFFSHORE GATHERING,831000,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2014,Not available,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,365000,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2014,TX,CORROSION FAILURE,TRANSMISSION SYSTEM,945344,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2014,TX,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,195798,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2014,TX,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,390031,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2014,TX,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,17931,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,AL,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,209719,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,AR,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,277865,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,AR,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,250600,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,AZ,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,131676,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,CA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,74064,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,CA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,569525,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,CA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,65427,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,CA,INCORRECT OPERATION,TRANSMISSION SYSTEM,80000,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,CA,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,7500000,0,0,NO,OTHER,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2014,CA,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,0,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,FL,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,1494007,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2014,GA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,41120,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,GA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,11550,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2014,GA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,48510,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,IA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,101477,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,IA,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,495700,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2014,ID,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,558725,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,IL,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,45867,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,IN,CORROSION FAILURE,TRANSMISSION IN STORAGE FIELD,70588,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,IN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,22700,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,IN,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,77789,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2014,KS,CORROSION FAILURE,TRANSMISSION SYSTEM,997781,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,KS,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,195504,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,KS,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,20370,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,KY,EQUIPMENT FAILURE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,1354709,0,1,NO,LEAK,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2014,KY,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,42456,0,0,NO,RUPTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,KY,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,1800013,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2014,LA,CORROSION FAILURE,TRANSMISSION SYSTEM,101835,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,LA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,1014861,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2014,LA,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,289450,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,LA,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,254536,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,LA,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,1000327,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2014,LA,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,794965,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,MI,CORROSION FAILURE,TRANSMISSION SYSTEM,90682,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,MI,EQUIPMENT FAILURE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,103638,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,MI,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,89884,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,MI,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,74223,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2014,MI,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,325000,0,0,NO,RUPTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,MI,INCORRECT OPERATION,TRANSMISSION SYSTEM,47658,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,MI,INCORRECT OPERATION,TRANSMISSION SYSTEM,4345456,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2014,MI,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,4815000,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2014,MI,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,72215,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,MN,EQUIPMENT FAILURE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,365211,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,MN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,57362,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,MN,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,72100,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,MN,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,626779,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2014,MO,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,1001549,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2014,MO,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,82603,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,MS,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,119076,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,MS,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,61866,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,MS,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,237979,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,MS,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,75698,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2014,NC,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,777287,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2014,NC,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,80999,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,ND,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,40427,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,ND,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,185700,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,NE,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,3404215,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2014,NJ,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,207477,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,NV,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,126118,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,NY,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,36545,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,NY,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,35696,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,Not available,INCORRECT OPERATION,TRANSMISSION SYSTEM,413990,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,Not available,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,559865,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,Not available,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,566457,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2014,Not available,OTHER INCIDENT CAUSE,OFFSHORE GATHERING,600296,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,Not available,OTHER OUTSIDE FORCE DAMAGE,OFFSHORE GATHERING,2775906,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2014,Not available,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,2093296,0,0,NO,OTHER,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2014,OH,CORROSION FAILURE,TRANSMISSION SYSTEM,330376,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,OH,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,28059,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,OH,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,301128,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,OK,CORROSION FAILURE,TRANSMISSION SYSTEM,220821,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,OK,CORROSION FAILURE,TRANSMISSION SYSTEM,64178,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,OK,CORROSION FAILURE,TRANSMISSION SYSTEM,418165,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2014,OK,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,163309,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,PA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,33828,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,PA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,2583595,0,0,NO,MECHANICAL PUNCTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2014,PA,INCORRECT OPERATION,TRANSMISSION SYSTEM,324003,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2014,SC,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,110976,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,TN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,64167,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,TX,CORROSION FAILURE,TRANSMISSION SYSTEM,179385,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,360000,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,TX,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,412070,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,TX,INCORRECT OPERATION,TRANSMISSION SYSTEM,108846,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,TX,INCORRECT OPERATION,TRANSMISSION SYSTEM,73436,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,TX,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,3953,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
