WorkOrderID,AssetID,MaintenanceDate,ActionID,MaintenanceType,LaborHours,PartsCost,TotalCost,WorkOrderStatus,CompletionDate,PerformedBy,DataOrigin,IsIllustrative
499,LNG-PMP-001,2015-01-20,1,Condition-Based,3.0,5500.0,5950.0,Completed,2015-01-20,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
500,LNG-PMP-001,2015-01-20,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-01-21,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
501,LNG-PMP-011,2015-01-20,2,Corrective,4.0,3300.0,3900.0,Completed,2015-01-20,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
502,LNG-PMP-011,2015-01-20,4,Condition-Based,2.25,880.0,1217.5,Completed,2015-01-20,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
503,LNG-CWP-015,2015-01-20,2,Corrective,4.0,3300.0,3900.0,Completed,2015-01-20,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
504,LNG-CWP-015,2015-01-20,4,Corrective,3.0,880.0,1330.0,Completed,2015-01-20,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
505,LNG-MTR-023,2015-01-20,4,Corrective,3.0,800.0,1250.0,Completed,2015-01-20,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
506,LNG-GEN-059,2015-01-20,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-01-20,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
507,LNG-GEN-059,2015-01-20,8,Condition-Based,9.0,15000.0,16350.0,Completed,2015-01-21,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
508,LNG-GEN-064,2015-01-20,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-01-20,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
509,LNG-GEN-064,2015-01-20,2,Corrective,4.0,3750.0,4350.0,Completed,2015-01-20,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
510,LNG-GEN-069,2015-01-20,8,Corrective,12.0,15000.0,16800.0,Completed,2015-01-21,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
511,LNG-CWP-090,2015-01-20,2,Corrective,4.0,3300.0,3900.0,Completed,2015-01-20,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
512,LNG-CMP-092,2015-01-20,1,Predictive,3.0,7500.0,7950.0,Completed,2015-01-20,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
513,LNG-CMP-092,2015-01-20,4,Predictive,2.25,1200.0,1537.5,Completed,2015-01-20,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
514,LNG-MTR-008,2015-01-21,1,Predictive,3.0,5000.0,5450.0,Completed,2015-01-21,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
515,LNG-PMP-026,2015-01-21,8,Predictive,9.0,13200.0,14550.0,Completed,2015-01-22,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
516,LNG-CMP-042,2015-01-21,1,Corrective,4.0,7500.0,8100.0,Completed,2015-01-21,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
517,LNG-CMP-042,2015-01-21,4,Condition-Based,2.25,1200.0,1537.5,Completed,2015-01-21,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
518,LNG-MTR-043,2015-01-21,2,Predictive,3.0,3000.0,3450.0,Completed,2015-01-21,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
519,LNG-CWP-055,2015-01-21,2,Condition-Based,3.0,3300.0,3750.0,Completed,2015-01-21,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
520,LNG-CWP-055,2015-01-21,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-01-22,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
521,LNG-MTR-078,2015-01-21,1,Condition-Based,3.0,5000.0,5450.0,Completed,2015-01-21,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
522,LNG-MTR-078,2015-01-21,8,Condition-Based,9.0,12000.0,13350.0,Completed,2015-01-22,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
523,LNG-MTR-003,2015-01-22,4,Predictive,2.25,800.0,1137.5,Completed,2015-01-22,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
524,LNG-PMP-006,2015-01-22,4,Predictive,2.25,880.0,1217.5,Completed,2015-01-22,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
525,LNG-CMP-012,2015-01-22,8,Predictive,9.0,18000.0,19350.0,Completed,2015-01-23,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
526,LNG-CMP-022,2015-01-22,1,Condition-Based,3.0,7500.0,7950.0,Completed,2015-01-22,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
527,LNG-PMP-031,2015-01-22,1,Predictive,3.0,5500.0,5950.0,Completed,2015-01-22,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
528,LNG-PMP-036,2015-01-22,4,Condition-Based,2.25,880.0,1217.5,Completed,2015-01-22,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
529,LNG-CWP-045,2015-01-22,2,Corrective,4.0,3300.0,3900.0,Completed,2015-01-22,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
530,LNG-CWP-075,2015-01-22,1,Predictive,3.0,5500.0,5950.0,Completed,2015-01-22,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
531,LNG-CWP-075,2015-01-22,2,Predictive,3.0,3300.0,3750.0,Completed,2015-01-22,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
532,LNG-PMP-021,2015-01-23,8,Corrective,12.0,13200.0,15000.0,Completed,2015-01-24,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
533,LNG-CMP-057,2015-01-23,4,Predictive,2.25,1200.0,1537.5,Completed,2015-01-23,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
534,LNG-CMP-072,2015-01-23,8,Predictive,9.0,18000.0,19350.0,Completed,2015-01-24,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
535,LNG-GEN-074,2015-01-23,1,Corrective,4.0,6250.0,6850.0,Completed,2015-01-23,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
536,LNG-PMP-086,2015-01-23,2,Corrective,4.0,3300.0,3900.0,Completed,2015-01-23,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
537,LNG-PMP-086,2015-01-23,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-01-24,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
538,LNG-GEN-089,2015-01-23,8,Predictive,9.0,15000.0,16350.0,Completed,2015-01-24,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
539,LNG-GEN-094,2015-01-23,2,Preventive,4.0,3750.0,4350.0,Completed,2015-01-23,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
540,LNG-CWP-005,2015-01-24,2,Predictive,3.0,3300.0,3750.0,Completed,2015-01-24,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
541,LNG-CMP-007,2015-01-24,2,Corrective,4.0,4500.0,5100.0,Completed,2015-01-24,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
542,LNG-CMP-007,2015-01-24,4,Corrective,3.0,1200.0,1650.0,Completed,2015-01-24,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
543,LNG-CWP-030,2015-01-24,4,Predictive,2.25,880.0,1217.5,Completed,2015-01-24,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
544,LNG-CMP-047,2015-01-24,8,Corrective,12.0,18000.0,19800.0,Completed,2015-01-25,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
545,LNG-CMP-097,2015-01-24,8,Corrective,12.0,18000.0,19800.0,Completed,2015-01-25,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
546,LNG-CMP-097,2015-01-24,4,Corrective,3.0,1200.0,1650.0,Completed,2015-01-24,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
547,LNG-CMP-027,2015-01-25,1,Corrective,4.0,7500.0,8100.0,Completed,2015-01-25,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
548,LNG-CMP-027,2015-01-25,4,Condition-Based,2.25,1200.0,1537.5,Completed,2015-01-25,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
549,LNG-CMP-032,2015-01-25,1,Predictive,3.0,7500.0,7950.0,Completed,2015-01-25,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
550,LNG-MTR-048,2015-01-26,2,Predictive,3.0,3000.0,3450.0,Completed,2015-01-26,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
551,LNG-PMP-071,2015-01-26,8,Corrective,12.0,13200.0,15000.0,Completed,2015-01-27,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
552,LNG-PMP-071,2015-01-26,4,Corrective,3.0,880.0,1330.0,Completed,2015-01-26,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
553,LNG-CMP-077,2015-01-26,2,Predictive,3.0,4500.0,4950.0,Completed,2015-01-26,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
554,LNG-CMP-087,2015-01-27,2,Condition-Based,3.0,4500.0,4950.0,Completed,2015-01-27,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
555,LNG-GEN-019,2015-01-28,1,Predictive,3.0,6250.0,6700.0,Completed,2015-01-28,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
556,LNG-GEN-019,2015-01-28,2,Predictive,3.0,3750.0,4200.0,Completed,2015-01-28,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
557,LNG-MTR-053,2015-01-28,4,Condition-Based,2.25,800.0,1137.5,Completed,2015-01-28,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
558,LNG-PMP-061,2015-01-28,8,Predictive,9.0,13200.0,14550.0,Completed,2015-01-29,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
559,LNG-CMP-062,2015-01-28,8,Condition-Based,9.0,18000.0,19350.0,Completed,2015-01-29,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
560,LNG-CMP-062,2015-01-28,4,Corrective,3.0,1200.0,1650.0,Completed,2015-01-28,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
561,LNG-MTR-063,2015-01-28,1,Corrective,4.0,5000.0,5600.0,Completed,2015-01-28,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
562,LNG-MTR-063,2015-01-28,2,Corrective,4.0,3000.0,3600.0,Completed,2015-01-28,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
563,LNG-CWP-070,2015-01-28,1,Corrective,4.0,5500.0,6100.0,Completed,2015-01-28,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
564,LNG-CWP-070,2015-01-28,2,Condition-Based,3.0,3300.0,3750.0,Completed,2015-01-28,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
565,LNG-CMP-082,2015-01-28,1,Corrective,4.0,7500.0,8100.0,Completed,2015-01-28,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
566,LNG-CMP-082,2015-01-28,8,Condition-Based,9.0,18000.0,19350.0,Completed,2015-01-29,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
567,LNG-CWP-100,2015-01-28,4,Predictive,2.25,880.0,1217.5,Completed,2015-01-28,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
568,LNG-MTR-018,2015-01-30,4,Corrective,3.0,800.0,1250.0,Completed,2015-01-30,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
569,LNG-GEN-044,2015-01-30,2,Condition-Based,3.0,3750.0,4200.0,Completed,2015-01-30,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
570,LNG-GEN-044,2015-01-30,8,Condition-Based,9.0,15000.0,16350.0,Completed,2015-01-31,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
571,LNG-GEN-049,2015-01-30,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-01-30,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
572,LNG-CWP-050,2015-01-30,1,Corrective,4.0,5500.0,6100.0,Completed,2015-01-30,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
573,LNG-CWP-050,2015-01-30,4,Condition-Based,2.25,880.0,1217.5,Completed,2015-01-30,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
574,LNG-CWP-060,2015-01-30,2,Corrective,4.0,3300.0,3900.0,Completed,2015-01-30,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
575,LNG-CWP-060,2015-01-30,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-01-31,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
576,LNG-CWP-085,2015-01-30,8,Corrective,12.0,13200.0,15000.0,Completed,2015-01-31,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
577,LNG-MTR-098,2015-01-30,8,Corrective,12.0,12000.0,13800.0,Completed,2015-01-31,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
578,LNG-GEN-014,2015-01-31,2,Corrective,4.0,3750.0,4350.0,Completed,2015-01-31,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
579,LNG-GEN-014,2015-01-31,8,Condition-Based,9.0,15000.0,16350.0,Completed,2015-02-01,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
580,LNG-CMP-017,2015-01-31,1,Predictive,3.0,7500.0,7950.0,Completed,2015-01-31,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
581,LNG-CMP-017,2015-01-31,4,Predictive,2.25,1200.0,1537.5,Completed,2015-01-31,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
582,LNG-MTR-028,2015-01-31,2,Condition-Based,3.0,3000.0,3450.0,Completed,2015-01-31,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
583,LNG-MTR-033,2015-01-31,1,Corrective,4.0,5000.0,5600.0,Completed,2015-01-31,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
584,LNG-MTR-033,2015-01-31,4,Corrective,3.0,800.0,1250.0,Completed,2015-01-31,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
585,LNG-GEN-034,2015-01-31,4,Predictive,2.25,1000.0,1337.5,Completed,2015-01-31,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
586,LNG-GEN-039,2015-01-31,8,Predictive,9.0,15000.0,16350.0,Completed,2015-02-01,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
587,LNG-GEN-039,2015-01-31,4,Predictive,2.25,1000.0,1337.5,Completed,2015-01-31,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
588,LNG-PMP-051,2015-01-31,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-02-01,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
589,LNG-MTR-058,2015-01-31,2,Condition-Based,3.0,3000.0,3450.0,Completed,2015-01-31,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
590,LNG-MTR-058,2015-01-31,8,Corrective,12.0,12000.0,13800.0,Completed,2015-02-01,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
591,LNG-CWP-065,2015-01-31,1,Condition-Based,3.0,5500.0,5950.0,Completed,2015-01-31,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
592,LNG-CWP-065,2015-01-31,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-02-01,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
593,LNG-CMP-067,2015-01-31,4,Condition-Based,2.25,1200.0,1537.5,Completed,2015-01-31,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
594,LNG-MTR-083,2015-01-31,1,Condition-Based,3.0,5000.0,5450.0,Completed,2015-01-31,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
595,LNG-MTR-083,2015-01-31,4,Condition-Based,2.25,800.0,1137.5,Completed,2015-01-31,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
596,LNG-MTR-093,2015-01-31,2,Condition-Based,3.0,3000.0,3450.0,Completed,2015-01-31,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
597,LNG-PMP-016,2015-02-01,2,Predictive,3.0,3300.0,3750.0,Completed,2015-02-01,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
598,LNG-GEN-024,2015-02-01,2,Predictive,3.0,3750.0,4200.0,Completed,2015-02-01,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
599,LNG-GEN-029,2015-02-01,8,Predictive,9.0,15000.0,16350.0,Completed,2015-02-02,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
600,LNG-MTR-038,2015-02-01,4,Predictive,2.25,800.0,1137.5,Completed,2015-02-01,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
601,LNG-PMP-041,2015-02-01,1,Corrective,4.0,5500.0,6100.0,Completed,2015-02-01,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
602,LNG-MTR-068,2015-02-01,2,Predictive,3.0,3000.0,3450.0,Completed,2015-02-01,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
603,LNG-GEN-079,2015-02-01,2,Preventive,4.0,3750.0,4350.0,Completed,2015-02-01,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
604,LNG-GEN-079,2015-02-01,8,Preventive,12.0,15000.0,16800.0,Completed,2015-02-02,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
605,LNG-PMP-091,2015-02-01,1,Condition-Based,3.0,5500.0,5950.0,Completed,2015-02-01,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
606,LNG-PMP-091,2015-02-01,2,Corrective,4.0,3300.0,3900.0,Completed,2015-02-01,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
607,LNG-CMP-002,2015-02-02,8,Predictive,9.0,18000.0,19350.0,Completed,2015-02-03,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
608,LNG-GEN-009,2015-02-02,4,Predictive,2.25,1000.0,1337.5,Completed,2015-02-02,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
609,LNG-PMP-076,2015-02-02,1,Corrective,4.0,5500.0,6100.0,Completed,2015-02-02,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
610,LNG-PMP-076,2015-02-02,2,Condition-Based,3.0,3300.0,3750.0,Completed,2015-02-02,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
611,LNG-GEN-099,2015-02-02,1,Corrective,4.0,6250.0,6850.0,Completed,2015-02-02,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
612,LNG-CWP-010,2015-02-03,2,Predictive,3.0,3300.0,3750.0,Completed,2015-02-03,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
613,LNG-CWP-020,2015-02-03,2,Condition-Based,3.0,3300.0,3750.0,Completed,2015-02-03,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
614,LNG-CWP-020,2015-02-03,8,Corrective,12.0,13200.0,15000.0,Completed,2015-02-04,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
615,LNG-CWP-025,2015-02-03,2,Condition-Based,3.0,3300.0,3750.0,Completed,2015-02-03,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
616,LNG-CWP-025,2015-02-03,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-02-04,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
617,LNG-CMP-037,2015-02-03,8,Corrective,12.0,18000.0,19800.0,Completed,2015-02-04,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
618,LNG-CMP-037,2015-02-03,4,Condition-Based,2.25,1200.0,1537.5,Completed,2015-02-03,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
619,LNG-CWP-040,2015-02-03,2,Condition-Based,3.0,3300.0,3750.0,Completed,2015-02-03,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
620,LNG-CMP-052,2015-02-03,8,Predictive,9.0,18000.0,19350.0,Completed,2015-02-04,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
621,LNG-PMP-066,2015-02-03,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-02-04,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
622,LNG-MTR-088,2015-02-03,1,Condition-Based,3.0,5000.0,5450.0,Completed,2015-02-03,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
623,LNG-MTR-088,2015-02-03,2,Corrective,4.0,3000.0,3600.0,Completed,2015-02-03,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
624,LNG-PMP-001,2015-02-04,8,Predictive,9.0,13200.0,14550.0,Completed,2015-02-05,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
625,LNG-PMP-001,2015-02-04,4,Predictive,2.25,880.0,1217.5,Completed,2015-02-04,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
626,LNG-PMP-011,2015-02-04,4,Predictive,2.25,880.0,1217.5,Completed,2015-02-04,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
627,LNG-CWP-015,2015-02-04,1,Predictive,3.0,5500.0,5950.0,Completed,2015-02-04,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
628,LNG-MTR-023,2015-02-04,1,Predictive,3.0,5000.0,5450.0,Completed,2015-02-04,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
629,LNG-GEN-059,2015-02-04,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-02-04,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
630,LNG-GEN-059,2015-02-04,4,Corrective,3.0,1000.0,1450.0,Completed,2015-02-04,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
631,LNG-GEN-064,2015-02-04,2,Condition-Based,3.0,3750.0,4200.0,Completed,2015-02-04,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
632,LNG-GEN-069,2015-02-04,4,Corrective,3.0,1000.0,1450.0,Completed,2015-02-04,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
633,LNG-GEN-084,2015-02-04,2,Corrective,4.0,3750.0,4350.0,Completed,2015-02-04,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
634,LNG-GEN-084,2015-02-04,8,Condition-Based,9.0,15000.0,16350.0,Completed,2015-02-05,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
635,LNG-CWP-090,2015-02-04,1,Predictive,3.0,5500.0,5950.0,Completed,2015-02-04,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
636,LNG-CWP-095,2015-02-04,2,Condition-Based,3.0,3300.0,3750.0,Completed,2015-02-04,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
637,LNG-PMP-026,2015-02-05,4,Predictive,2.25,880.0,1217.5,Completed,2015-02-05,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
638,LNG-CWP-035,2015-02-05,8,Corrective,12.0,13200.0,15000.0,Completed,2015-02-06,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
639,LNG-CMP-042,2015-02-05,2,Condition-Based,3.0,4500.0,4950.0,Completed,2015-02-05,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
640,LNG-CMP-042,2015-02-05,4,Condition-Based,2.25,1200.0,1537.5,Completed,2015-02-05,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
